age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
51,blue-collar,married,primary,no,844,yes,no,unknown,may,184,3,-1,0,unknown,no
36,management,married,tertiary,no,1318,yes,no,cellular,aug,100,2,-1,0,unknown,no
36,technician,married,tertiary,no,167,yes,no,cellular,jan,57,1,-1,0,unknown,no
42,management,married,tertiary,no,2187,yes,no,cellular,nov,525,3,-1,0,unknown,yes
49,admin.,married,secondary,no,14440,yes,no,cellular,nov,60,1,-1,0,unknown,no
48,management,married,secondary,no,2294,yes,no,unknown,may,251,11,-1,0,unknown,no
36,management,married,secondary,no,80,yes,no,unknown,may,251,3,-1,0,unknown,no
48,management,married,primary,no,2537,no,no,cellular,aug,219,6,-1,0,unknown,no
30,technician,married,tertiary,no,569,no,no,cellular,aug,976,12,-1,0,unknown,yes
27,management,single,tertiary,yes,0,no,yes,cellular,jul,46,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,nov,185,3,-1,0,unknown,no
36,technician,single,secondary,yes,12,no,no,cellular,aug,587,2,-1,0,unknown,yes
45,technician,married,secondary,no,49,no,no,cellular,jul,65,2,-1,0,unknown,no
44,housemaid,married,tertiary,no,460,no,no,unknown,jun,491,1,-1,0,unknown,no
42,technician,married,secondary,no,613,yes,no,cellular,may,432,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,7944,no,no,cellular,nov,102,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,apr,264,1,317,1,failure,no
57,retired,married,primary,no,-464,yes,no,cellular,feb,75,1,190,6,failure,no
44,services,married,secondary,no,1989,yes,yes,cellular,apr,106,2,-1,0,unknown,no
48,technician,married,secondary,no,17,yes,yes,cellular,nov,81,1,-1,0,unknown,no
56,retired,married,primary,no,-1,no,no,cellular,aug,89,23,-1,0,unknown,no
37,management,married,tertiary,no,1698,yes,no,unknown,jun,95,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,5306,yes,no,unknown,may,322,1,-1,0,unknown,no
54,housemaid,married,unknown,no,0,no,no,cellular,apr,94,5,145,3,other,no
51,retired,divorced,secondary,no,1679,no,no,cellular,aug,417,1,365,9,other,yes
47,admin.,married,secondary,no,3676,no,no,cellular,oct,567,1,95,3,success,yes
25,management,married,tertiary,no,-242,yes,yes,cellular,may,600,4,332,4,other,yes
39,services,single,secondary,no,471,no,no,unknown,oct,5,1,-1,0,unknown,no
40,management,married,tertiary,no,8902,yes,no,cellular,aug,464,5,-1,0,unknown,no
38,management,single,tertiary,no,1704,no,no,cellular,sep,222,1,-1,0,unknown,no
34,management,married,tertiary,no,3050,yes,no,cellular,may,469,1,-1,0,unknown,yes
53,housemaid,married,primary,no,2581,no,no,cellular,apr,99,1,-1,0,unknown,no
32,services,married,secondary,no,162,yes,no,unknown,may,297,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,243,yes,no,cellular,apr,41,3,-1,0,unknown,no
24,student,single,secondary,no,1847,no,no,cellular,dec,390,1,-1,0,unknown,no
58,blue-collar,married,primary,no,0,yes,no,unknown,may,535,2,-1,0,unknown,no
49,management,married,primary,no,3371,no,no,cellular,nov,269,2,-1,0,unknown,yes
45,services,single,secondary,no,1757,yes,no,cellular,apr,1010,3,326,1,other,no
55,management,married,tertiary,no,171,yes,no,cellular,aug,73,6,-1,0,unknown,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,may,650,1,-1,0,unknown,no
28,admin.,married,secondary,no,934,yes,no,unknown,jul,53,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,-19,no,yes,unknown,jul,270,1,-1,0,unknown,no
51,management,single,tertiary,yes,-55,yes,no,cellular,aug,119,6,-1,0,unknown,no
38,housemaid,married,primary,no,21,no,no,cellular,aug,634,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,14,no,no,unknown,may,72,2,-1,0,unknown,no
50,technician,single,secondary,no,246,yes,no,cellular,nov,270,1,123,2,failure,no
44,blue-collar,married,primary,no,887,yes,no,cellular,may,165,2,363,1,failure,no
40,management,married,tertiary,no,51,no,no,cellular,aug,164,2,-1,0,unknown,no
29,services,single,secondary,no,-287,yes,no,cellular,may,196,1,-1,0,unknown,no
34,services,married,secondary,no,0,yes,no,cellular,jul,78,4,-1,0,unknown,no
44,self-employed,single,tertiary,no,2734,yes,no,cellular,may,897,4,-1,0,unknown,yes
50,entrepreneur,married,tertiary,no,52,no,no,cellular,jul,22,8,-1,0,unknown,no
34,management,married,tertiary,no,2594,yes,no,cellular,nov,161,3,-1,0,unknown,no
54,retired,divorced,primary,no,22,no,no,unknown,jun,23,4,-1,0,unknown,no
34,technician,married,tertiary,no,1611,yes,no,cellular,may,490,2,-1,0,unknown,no
34,admin.,single,tertiary,no,18,yes,yes,cellular,apr,359,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,1331,yes,no,cellular,jul,213,2,-1,0,unknown,no
60,unknown,married,unknown,no,7337,no,no,cellular,aug,122,1,-1,0,unknown,no
39,management,single,secondary,no,835,yes,no,unknown,may,587,4,-1,0,unknown,no
58,retired,married,primary,no,5092,no,no,unknown,jun,199,6,-1,0,unknown,no
41,technician,divorced,secondary,no,52,no,no,cellular,aug,261,2,-1,0,unknown,no
48,technician,married,secondary,no,10655,no,no,telephone,jul,5,3,-1,0,unknown,no
58,management,married,tertiary,no,1831,no,no,cellular,nov,1531,1,-1,0,unknown,no
40,self-employed,married,primary,no,92,yes,no,unknown,may,92,1,-1,0,unknown,no
48,management,married,tertiary,no,586,yes,yes,cellular,may,179,2,-1,0,unknown,no
52,blue-collar,divorced,primary,no,1758,yes,no,unknown,may,41,1,-1,0,unknown,no
50,self-employed,married,secondary,no,2061,yes,yes,cellular,jan,197,2,244,3,failure,no
25,technician,single,secondary,no,959,no,no,cellular,jul,144,5,-1,0,unknown,no
54,retired,married,primary,no,208,no,no,unknown,may,255,1,-1,0,unknown,no
34,services,married,secondary,no,-315,yes,no,unknown,may,56,2,-1,0,unknown,no
48,management,married,tertiary,yes,-13,yes,no,cellular,may,20,6,291,2,other,no
37,admin.,married,tertiary,no,801,no,no,cellular,aug,331,7,-1,0,unknown,no
66,retired,married,tertiary,no,1948,no,no,cellular,jan,216,1,91,4,success,yes
32,management,single,tertiary,no,751,yes,no,unknown,may,64,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,784,yes,yes,unknown,jun,34,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,24,no,no,cellular,may,68,1,363,1,failure,no
41,management,married,tertiary,no,72,yes,no,unknown,may,764,3,-1,0,unknown,no
40,technician,divorced,tertiary,no,1871,yes,no,cellular,nov,64,1,-1,0,unknown,no
44,services,single,secondary,no,1378,yes,no,unknown,may,257,2,-1,0,unknown,no
43,blue-collar,married,primary,no,188,yes,no,cellular,may,58,3,347,5,failure,no
30,unknown,single,tertiary,no,6836,no,no,cellular,feb,30,3,-1,0,unknown,no
32,services,married,secondary,no,61,yes,no,cellular,jul,529,5,-1,0,unknown,no
57,admin.,married,secondary,no,-967,yes,no,telephone,may,8,7,-1,0,unknown,no
31,blue-collar,single,tertiary,no,462,yes,yes,unknown,may,147,1,-1,0,unknown,no
49,unknown,married,secondary,no,0,no,no,cellular,aug,173,2,-1,0,unknown,no
31,admin.,single,secondary,no,5527,yes,no,unknown,may,132,1,-1,0,unknown,no
41,admin.,married,tertiary,no,1287,no,no,unknown,jun,286,1,-1,0,unknown,no
44,management,married,tertiary,no,17361,no,no,unknown,jun,476,1,-1,0,unknown,no
54,entrepreneur,married,unknown,no,1956,no,no,cellular,nov,221,5,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,apr,146,4,-1,0,unknown,yes
34,management,married,secondary,no,-294,yes,no,unknown,may,532,2,-1,0,unknown,no
43,technician,married,secondary,no,275,no,no,cellular,aug,69,6,-1,0,unknown,no
44,management,married,tertiary,no,724,yes,no,cellular,nov,157,2,172,1,failure,no
44,services,married,secondary,no,27,no,no,cellular,may,485,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,26,yes,no,cellular,may,56,1,359,1,failure,no
36,technician,married,secondary,no,191,no,no,cellular,aug,69,1,-1,0,unknown,no
58,technician,divorced,secondary,no,-123,no,no,cellular,aug,131,2,-1,0,unknown,no
26,student,single,secondary,no,-147,no,no,unknown,jun,95,2,-1,0,unknown,no
34,technician,single,secondary,no,179,no,no,cellular,aug,294,3,-1,0,unknown,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,may,146,1,272,2,failure,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,may,58,2,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,105,yes,no,unknown,may,249,2,-1,0,unknown,no
41,entrepreneur,divorced,secondary,no,1588,yes,yes,unknown,jun,10,8,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,oct,255,3,148,1,success,yes
28,blue-collar,single,secondary,no,2700,no,no,cellular,feb,337,4,-1,0,unknown,no
41,technician,married,secondary,no,1602,yes,no,cellular,jun,142,1,-1,0,unknown,no
30,admin.,married,tertiary,no,0,yes,no,cellular,jul,209,2,-1,0,unknown,no
39,technician,married,unknown,no,839,no,no,unknown,may,825,2,-1,0,unknown,no
41,admin.,married,secondary,no,21515,yes,no,unknown,jun,87,1,-1,0,unknown,no
36,technician,married,secondary,no,5902,yes,no,unknown,may,219,4,-1,0,unknown,no
37,management,married,tertiary,no,547,yes,yes,unknown,may,143,1,-1,0,unknown,no
59,self-employed,married,tertiary,no,3800,no,yes,cellular,jul,70,1,-1,0,unknown,no
26,technician,single,secondary,no,261,yes,no,unknown,may,371,2,-1,0,unknown,no
43,technician,married,secondary,no,0,yes,yes,cellular,feb,539,8,204,5,failure,no
42,management,married,secondary,yes,-34,no,no,cellular,feb,176,1,-1,0,unknown,no
46,blue-collar,married,unknown,no,9328,yes,no,cellular,may,725,3,-1,0,unknown,yes
31,admin.,married,secondary,no,5,yes,yes,cellular,jul,101,7,-1,0,unknown,no
43,unemployed,married,secondary,no,3529,no,no,cellular,feb,169,2,-1,0,unknown,no
48,blue-collar,single,tertiary,no,2330,yes,no,unknown,jun,15,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,1334,yes,no,cellular,apr,234,5,-1,0,unknown,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,aug,171,15,-1,0,unknown,no
45,technician,married,tertiary,no,265,no,no,cellular,aug,14,3,-1,0,unknown,no
52,admin.,single,unknown,no,2227,no,no,cellular,feb,242,2,-1,0,unknown,yes
37,self-employed,married,secondary,no,487,no,yes,cellular,aug,155,15,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,may,580,1,173,1,failure,no
36,services,single,secondary,no,174,yes,no,unknown,may,223,2,-1,0,unknown,no
58,retired,married,secondary,no,14412,no,no,cellular,nov,297,1,-1,0,unknown,no
37,management,married,tertiary,no,3288,no,no,cellular,aug,124,2,-1,0,unknown,no
30,technician,single,secondary,no,57,no,no,cellular,feb,465,2,-1,0,unknown,no
47,technician,married,secondary,no,2246,yes,no,cellular,jul,330,1,-1,0,unknown,no
40,technician,married,secondary,no,4441,yes,no,cellular,nov,153,2,183,2,failure,no
42,management,divorced,tertiary,no,0,no,no,unknown,may,131,2,-1,0,unknown,no
71,unknown,married,tertiary,no,353,no,no,cellular,jan,208,1,93,2,failure,no
54,blue-collar,married,secondary,no,448,yes,yes,cellular,aug,98,1,-1,0,unknown,no
53,entrepreneur,married,primary,no,27,yes,no,telephone,sep,230,3,-1,0,unknown,yes
33,blue-collar,divorced,secondary,no,474,no,no,cellular,jul,400,2,-1,0,unknown,no
30,technician,single,tertiary,no,1185,yes,no,cellular,apr,284,1,339,1,failure,no
39,services,divorced,secondary,no,282,yes,no,cellular,jul,243,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,2,yes,no,cellular,may,16,9,309,1,failure,no
34,technician,single,secondary,no,60,no,no,cellular,aug,274,2,-1,0,unknown,no
39,self-employed,single,tertiary,no,3972,no,no,cellular,jul,122,3,-1,0,unknown,no
75,retired,married,secondary,no,26452,no,no,telephone,jul,219,2,-1,0,unknown,no
33,admin.,divorced,secondary,no,818,yes,yes,cellular,apr,301,3,-1,0,unknown,no
40,services,married,secondary,no,9374,yes,no,cellular,nov,7,8,185,1,failure,no
37,technician,married,unknown,no,47,no,no,unknown,jun,374,3,-1,0,unknown,no
69,retired,married,primary,no,279,no,no,telephone,aug,26,1,-1,0,unknown,no
52,unemployed,married,primary,no,20,yes,no,telephone,jan,172,1,-1,0,unknown,no
31,admin.,divorced,secondary,no,360,no,no,cellular,may,332,1,297,2,other,no
28,technician,single,secondary,no,1532,no,no,cellular,may,253,1,107,5,failure,no
29,management,single,tertiary,no,1673,no,no,cellular,aug,200,2,159,3,other,no
46,services,married,secondary,no,2420,no,no,cellular,nov,405,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,100,yes,yes,unknown,may,132,2,-1,0,unknown,no
41,admin.,married,secondary,no,0,no,no,unknown,jun,89,1,-1,0,unknown,no
42,technician,divorced,secondary,no,1533,no,yes,cellular,aug,86,1,-1,0,unknown,no
34,admin.,single,secondary,no,296,no,no,cellular,jul,147,4,-1,0,unknown,no
28,blue-collar,married,secondary,no,2788,yes,no,unknown,jun,369,2,-1,0,unknown,yes
43,management,single,secondary,no,109,yes,no,unknown,may,64,3,-1,0,unknown,no
32,technician,married,secondary,no,485,no,no,cellular,aug,98,14,-1,0,unknown,no
33,technician,single,tertiary,no,125,no,no,telephone,aug,66,2,-1,0,unknown,no
70,retired,married,secondary,no,616,no,no,cellular,apr,149,2,182,1,failure,no
36,services,married,secondary,no,3064,yes,no,telephone,aug,240,3,107,4,failure,no
53,technician,married,secondary,no,206,no,no,cellular,aug,87,6,-1,0,unknown,no
30,blue-collar,single,secondary,no,6900,no,no,cellular,nov,816,1,-1,0,unknown,no
45,services,divorced,secondary,no,-179,no,no,unknown,jul,155,2,-1,0,unknown,no
31,services,single,secondary,no,481,yes,no,cellular,nov,106,2,183,2,failure,no
28,admin.,married,secondary,no,12,yes,no,cellular,jan,73,3,256,3,other,no
45,blue-collar,married,primary,no,0,no,no,unknown,may,574,5,-1,0,unknown,no
51,management,married,tertiary,no,176,yes,yes,unknown,jun,8,1,687,2,failure,no
53,management,married,primary,no,4086,no,no,unknown,jun,14,3,-1,0,unknown,no
40,technician,married,secondary,no,257,yes,no,unknown,may,731,4,-1,0,unknown,no
53,blue-collar,married,primary,no,53,yes,no,cellular,apr,208,1,140,1,failure,no
31,blue-collar,divorced,secondary,no,6,yes,no,cellular,jan,821,1,-1,0,unknown,no
30,management,married,tertiary,no,562,no,no,cellular,aug,137,4,-1,0,unknown,no
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,may,101,3,-1,0,unknown,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,may,173,6,353,23,failure,no
26,management,single,secondary,no,565,yes,no,unknown,jun,582,11,-1,0,unknown,no
47,blue-collar,married,secondary,no,0,yes,no,cellular,jul,676,1,-1,0,unknown,no
51,management,married,tertiary,no,1612,no,no,cellular,mar,384,1,182,5,failure,no
45,unemployed,married,primary,no,180,yes,yes,unknown,may,62,2,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,no,cellular,jul,295,3,-1,0,unknown,no
36,management,single,tertiary,no,876,yes,no,unknown,may,241,2,-1,0,unknown,no
57,admin.,married,secondary,no,2137,no,no,telephone,jul,132,7,-1,0,unknown,no
42,blue-collar,married,primary,no,260,yes,no,telephone,jul,175,2,-1,0,unknown,no
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,apr,648,1,272,1,other,yes
30,management,married,tertiary,no,944,no,no,cellular,oct,251,2,-1,0,unknown,yes
36,technician,married,secondary,no,2394,no,no,cellular,aug,184,2,-1,0,unknown,no
43,technician,married,secondary,no,297,yes,no,cellular,oct,119,3,-1,0,unknown,no
69,retired,single,tertiary,no,2144,no,no,cellular,jul,417,1,184,4,success,yes
31,technician,single,tertiary,no,969,no,no,cellular,jun,95,1,-1,0,unknown,no
35,technician,married,secondary,no,0,no,no,cellular,jul,125,2,-1,0,unknown,no
26,entrepreneur,married,tertiary,no,37,yes,yes,cellular,may,207,1,363,2,failure,no
46,technician,married,secondary,no,410,no,yes,cellular,nov,162,5,-1,0,unknown,no
30,technician,married,secondary,no,1211,yes,no,cellular,may,176,1,-1,0,unknown,no
33,management,single,tertiary,no,71,no,no,cellular,aug,107,6,-1,0,unknown,no
34,management,married,tertiary,no,436,yes,no,cellular,apr,28,1,345,1,failure,no
48,blue-collar,married,primary,no,559,yes,no,unknown,may,1231,2,-1,0,unknown,no
31,management,married,tertiary,no,1170,no,no,cellular,aug,200,4,-1,0,unknown,no
46,management,divorced,tertiary,no,25,no,no,unknown,may,103,2,-1,0,unknown,no
40,services,married,secondary,no,1325,no,no,unknown,jun,150,2,-1,0,unknown,no
39,entrepreneur,married,secondary,no,0,no,no,cellular,nov,108,7,-1,0,unknown,no
33,technician,single,secondary,no,647,yes,yes,cellular,feb,124,1,273,1,other,no
50,blue-collar,married,primary,no,2142,yes,no,cellular,jan,309,2,224,1,other,no
84,retired,divorced,primary,no,639,no,no,telephone,may,353,3,-1,0,unknown,yes
40,blue-collar,married,primary,no,177,yes,yes,telephone,jul,742,4,-1,0,unknown,no
55,management,married,tertiary,no,236,no,no,cellular,aug,200,1,-1,0,unknown,no
40,services,divorced,secondary,no,1959,yes,no,unknown,may,177,1,-1,0,unknown,no
46,admin.,married,primary,no,96,no,no,telephone,feb,151,2,-1,0,unknown,no
43,self-employed,single,tertiary,no,0,no,no,unknown,jun,147,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,may,193,6,-1,0,unknown,no
35,technician,single,secondary,no,126,no,no,cellular,aug,112,2,-1,0,unknown,no
57,retired,married,unknown,no,1621,yes,no,unknown,jun,108,1,-1,0,unknown,no
25,student,single,secondary,no,8,no,no,cellular,apr,107,2,-1,0,unknown,yes
32,self-employed,married,tertiary,no,189,yes,no,unknown,jun,106,2,-1,0,unknown,no
52,retired,single,secondary,no,316,no,no,cellular,may,463,3,-1,0,unknown,no
31,self-employed,single,tertiary,yes,-282,yes,no,cellular,nov,131,3,-1,0,unknown,no
34,management,married,tertiary,no,-308,yes,no,cellular,apr,140,2,-1,0,unknown,no
42,technician,divorced,secondary,no,248,no,no,cellular,aug,163,4,-1,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,jun,2456,2,-1,0,unknown,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,apr,76,1,-1,0,unknown,yes
30,technician,married,secondary,no,-393,yes,yes,cellular,jul,435,1,-1,0,unknown,yes
33,services,single,secondary,no,358,yes,no,cellular,may,302,1,356,3,failure,no
56,technician,single,tertiary,no,917,no,no,unknown,jun,306,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,1268,yes,no,cellular,may,259,3,-1,0,unknown,no
33,technician,married,secondary,no,-163,yes,yes,cellular,aug,502,2,-1,0,unknown,no
32,management,single,tertiary,no,473,yes,no,cellular,may,72,2,361,1,other,no
34,management,married,tertiary,no,4831,yes,no,cellular,feb,265,1,-1,0,unknown,no
37,technician,married,secondary,no,1063,yes,no,cellular,jul,413,2,-1,0,unknown,no
30,management,married,secondary,no,0,yes,no,cellular,may,756,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,424,yes,yes,unknown,may,241,2,-1,0,unknown,no
56,unemployed,divorced,primary,no,802,no,no,telephone,feb,258,2,-1,0,unknown,no
31,management,married,tertiary,no,430,yes,no,cellular,jul,137,16,-1,0,unknown,no
59,unknown,married,unknown,no,3940,no,no,unknown,jun,48,2,-1,0,unknown,no
36,housemaid,married,secondary,no,2880,no,no,unknown,jun,283,1,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,1069,yes,no,unknown,may,247,2,-1,0,unknown,no
54,self-employed,divorced,primary,no,4382,yes,no,telephone,may,193,4,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,mar,129,4,107,2,failure,no
32,technician,married,tertiary,no,3939,no,no,cellular,aug,209,2,-1,0,unknown,no
42,self-employed,married,tertiary,no,753,no,no,unknown,jun,31,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,358,no,no,cellular,jul,88,5,-1,0,unknown,no
52,blue-collar,married,primary,no,1141,yes,no,cellular,may,22,5,-1,0,unknown,no
40,technician,married,secondary,no,1259,no,no,unknown,may,234,5,-1,0,unknown,no
30,services,married,secondary,no,227,no,yes,unknown,jun,23,1,-1,0,unknown,no
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,aug,353,2,-1,0,unknown,yes
49,management,married,tertiary,no,92,yes,no,unknown,may,221,2,-1,0,unknown,no
33,technician,married,tertiary,no,8023,no,no,cellular,feb,196,1,87,4,failure,no
32,services,single,secondary,no,2478,no,yes,cellular,nov,395,1,-1,0,unknown,no
21,student,single,secondary,no,6844,no,no,cellular,aug,126,3,127,7,other,no
42,technician,married,secondary,no,440,yes,no,cellular,feb,13,5,-1,0,unknown,no
56,self-employed,married,secondary,no,800,no,yes,cellular,jul,170,1,-1,0,unknown,no
39,unknown,single,secondary,no,914,no,no,unknown,jun,20,1,-1,0,unknown,no
30,entrepreneur,single,secondary,no,638,no,no,cellular,jul,358,6,-1,0,unknown,no
55,retired,married,secondary,no,159,no,no,cellular,aug,159,1,-1,0,unknown,no
43,blue-collar,married,primary,no,483,yes,no,cellular,may,225,3,-1,0,unknown,no
53,unemployed,married,secondary,no,94,no,no,cellular,aug,493,1,181,14,success,yes
57,retired,married,secondary,no,1044,no,no,telephone,jan,585,1,192,2,success,yes
39,self-employed,single,unknown,no,0,no,no,unknown,jun,13,11,-1,0,unknown,no
56,technician,divorced,tertiary,no,401,yes,no,telephone,nov,26,1,-1,0,unknown,no
29,services,single,unknown,no,33,no,no,unknown,jul,161,1,-1,0,unknown,no
38,blue-collar,married,primary,no,506,yes,yes,unknown,jun,122,1,-1,0,unknown,no
59,management,married,tertiary,no,1881,no,no,cellular,nov,456,2,-1,0,unknown,no
42,technician,single,unknown,no,344,yes,no,unknown,jun,26,7,-1,0,unknown,no
46,blue-collar,married,primary,no,0,yes,no,unknown,may,51,9,-1,0,unknown,no
31,admin.,married,secondary,no,3,yes,no,cellular,jul,37,12,-1,0,unknown,no
35,services,divorced,secondary,no,221,yes,no,cellular,may,150,1,360,1,failure,no
50,self-employed,married,secondary,no,36,no,no,cellular,aug,104,10,-1,0,unknown,no
42,blue-collar,married,primary,no,969,yes,no,cellular,may,721,1,-1,0,unknown,no
36,services,single,secondary,no,760,no,no,unknown,jun,9,13,-1,0,unknown,no
25,admin.,single,tertiary,no,220,no,no,cellular,may,68,1,-1,0,unknown,no
42,management,single,tertiary,no,10907,no,no,cellular,may,74,3,-1,0,unknown,no
27,student,single,tertiary,no,-148,yes,no,cellular,sep,146,3,224,1,other,no
32,blue-collar,married,primary,no,415,yes,no,unknown,jun,777,4,-1,0,unknown,yes
57,management,married,tertiary,no,1341,yes,no,unknown,may,339,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,865,yes,no,cellular,may,78,2,-1,0,unknown,no
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,may,248,2,-1,0,unknown,no
33,services,married,secondary,no,210,yes,yes,unknown,may,201,1,-1,0,unknown,no
26,technician,single,secondary,no,1275,yes,no,unknown,jun,18,9,-1,0,unknown,no
50,blue-collar,married,secondary,no,579,no,no,cellular,aug,83,4,-1,0,unknown,no
60,technician,single,tertiary,no,2934,no,no,cellular,aug,233,2,-1,0,unknown,no
47,management,married,tertiary,no,6637,yes,no,cellular,apr,174,2,-1,0,unknown,no
31,management,married,tertiary,no,271,no,no,cellular,nov,89,1,-1,0,unknown,no
52,technician,married,tertiary,no,0,no,no,cellular,aug,145,3,94,4,success,no
36,services,married,secondary,no,472,yes,no,unknown,jun,1017,1,-1,0,unknown,no
43,blue-collar,married,primary,no,487,yes,no,unknown,may,548,2,-1,0,unknown,no
30,technician,single,tertiary,no,699,yes,no,cellular,aug,213,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,150,no,no,cellular,feb,210,1,-1,0,unknown,no
31,management,single,tertiary,no,1130,yes,no,cellular,apr,224,3,74,4,failure,no
29,management,single,secondary,no,584,yes,no,unknown,jun,541,19,-1,0,unknown,no
48,services,divorced,secondary,no,3186,no,yes,cellular,apr,104,1,-1,0,unknown,no
32,services,single,secondary,no,133,no,no,cellular,apr,171,1,-1,0,unknown,yes
30,housemaid,single,tertiary,no,868,no,no,cellular,aug,387,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,480,yes,no,cellular,may,830,1,352,2,failure,yes
51,blue-collar,married,unknown,no,1883,yes,no,unknown,may,57,1,-1,0,unknown,no
34,management,married,tertiary,no,606,no,no,cellular,apr,97,1,-1,0,unknown,yes
35,blue-collar,married,secondary,no,603,yes,no,cellular,apr,474,2,-1,0,unknown,no
49,management,single,primary,no,548,no,no,telephone,jul,115,6,-1,0,unknown,no
36,unemployed,married,secondary,no,-872,yes,yes,cellular,nov,153,1,183,1,failure,no
37,blue-collar,divorced,secondary,no,33,yes,no,cellular,nov,106,2,167,1,failure,no
37,management,married,tertiary,no,1689,yes,no,unknown,may,645,2,-1,0,unknown,no
49,blue-collar,married,primary,no,902,no,no,unknown,jun,210,2,-1,0,unknown,no
44,services,divorced,secondary,no,0,yes,yes,unknown,may,97,1,-1,0,unknown,no
40,student,married,secondary,no,260,no,no,cellular,nov,52,1,152,6,failure,no
57,technician,married,secondary,no,589,yes,no,cellular,feb,223,1,76,4,failure,no
39,technician,married,secondary,no,626,yes,no,cellular,may,126,2,-1,0,unknown,no
38,services,married,secondary,no,0,no,yes,cellular,jul,1473,6,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,may,723,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,apr,279,2,-1,0,unknown,yes
38,blue-collar,single,tertiary,no,14058,no,no,telephone,jul,293,20,-1,0,unknown,no
30,technician,single,secondary,no,-522,yes,yes,cellular,may,670,2,286,6,failure,yes
36,student,single,unknown,no,386,no,no,unknown,jun,359,2,-1,0,unknown,no
37,unemployed,married,secondary,no,1978,no,no,cellular,sep,404,1,182,1,success,yes
53,admin.,married,secondary,no,459,no,no,cellular,oct,317,6,192,1,success,no
38,unemployed,married,tertiary,no,2812,yes,no,cellular,apr,830,1,-1,0,unknown,yes
48,management,married,tertiary,no,5057,no,yes,cellular,nov,37,1,-1,0,unknown,no
26,housemaid,married,secondary,no,-759,yes,no,cellular,jul,191,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,-416,yes,no,unknown,may,767,2,-1,0,unknown,yes
47,technician,married,unknown,no,2106,yes,no,unknown,may,168,1,-1,0,unknown,no
45,management,divorced,tertiary,no,220,yes,no,unknown,jun,89,4,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,jun,746,2,-1,0,unknown,no
69,retired,married,unknown,no,426,no,no,telephone,mar,225,1,90,1,success,yes
65,unknown,married,unknown,no,4717,no,no,telephone,aug,256,1,-1,0,unknown,yes
37,blue-collar,married,secondary,no,395,yes,no,unknown,may,219,2,-1,0,unknown,no
45,blue-collar,divorced,primary,no,0,yes,no,cellular,jul,211,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,-206,yes,no,unknown,may,177,2,-1,0,unknown,no
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,oct,216,1,183,4,success,yes
37,management,married,tertiary,no,4039,no,yes,cellular,jul,106,2,-1,0,unknown,no
39,services,divorced,secondary,no,687,yes,no,cellular,jul,869,1,-1,0,unknown,yes
